Team,Name,Pos,Age,Proj PA,Proj IP,Service Time,Options or R5 Status,Projected Opening Day Status,NameASCII,PlayerId,MLBAMID
MIN,Eric Wagaman,INF/OF,28.5,112,,1.020,3,Bench Candidate,,23395,676572
MIN,Orlando Arcia,INF,31.5,98,,8.114,n/a,Bench Candidate,,13185,606115
MIN,Walker Jenkins,CF/RF/LF,21.0,84,,,Dec'27,Lineup Candidate,,sa3022894,805805
MIN,Tristan Gray,INF,29.9,63,,0.123,1,Lineup/Bench Candidate,,19877,656484
MIN,Emmanuel Rodriguez,OF,23.0,49,,0.000,1,Lineup/Bench Candidate,,sa3014693,691181
MIN,Gabriel Gonzalez,OF,22.1,42,,0.000,3,Lineup/Bench Candidate,,sa3015723,694224
MIN,Gio Urshela,INF,34.3,42,,8.099,n/a,Lineup/Bench Candidate,,10681,570482
MIN,Alex Jackson,C,30.1,32,,3.036,0,Bench Candidate,,17276,656577
MIN,Hendry Mendez,OF,22.3,,,0.000,3,Bench Candidate,,sa3015727,694230
MIN,Kyler Fedko,CF/LF/1B,26.4,,,,R5,Lineup/Bench Candidate,,sa3017561,693459
MIN,Patrick Winkel,C,26.1,,,,R5,Bench Candidate,,sa3017556,680868
MIN,Kala'i Rosario,OF,23.6,,,,R5,Lineup/Bench Candidate,,sa3015199,693850
MIN,Andrew Cossetti,C/1B,26.0,,,,R5,Bench Candidate,,sa3020493,681355
MIN,Tanner Schobel,INF,24.7,,,,R5,Lineup/Bench Candidate,,sa3020009,802355
MIN,Noah Cardenas,C,26.4,,,,R5,Bench Candidate,,sa3017624,681433
MIN,David Bañuelos,C,29.4,,,0.017,3,Bench Candidate,,23250,675915
MIN,Ricardo Olivar,C/OF,24.5,,,,R5,Bench Candidate,,sa3015234,691627
MIN,Kaelen Culpepper,SS/2B/3B,23.1,,,,Dec'27,Lineup Candidate,,sa3025360,701785
MIN,Aaron Sabato,1B,26.7,,,,R5,Lineup/Bench Candidate,,sa3014494,693306
MIN,Zebby Matthews,SP/RP,25.7,,118,1.010,2,Rotation/Bullpen Candidate,,31827,805673
MIN,Mick Abel,SP,24.5,,99,0.050,2,Rotation/Bullpen Candidate,,27756,690953
MIN,Connor Prielipp,SP/RP,25.1,,66,0.000,3,Rotation/Bullpen Candidate,,sa3020808,687570
MIN,David Festa,SP,25.9,,44,1.052,2,Rotation/Bullpen Candidate,,30056,701581
MIN,Kendry Rojas,SP,23.2,,42,0.000,3,Rotation/Bullpen Candidate,,sa3016746,696070
MIN,John Klein,SP/RP,23.8,,40,0.000,3,Rotation/Bullpen Candidate,,sa3020405,804619
MIN,Dan Altavilla,RP,33.4,,34,5.087,n/a,Bullpen Candidate,,16507,656186
MIN,Andrew Morris,SP,24.5,,26,0.000,3,Rotation/Bullpen Candidate,,sa3020569,702193
MIN,Cody Laweryson,RP,27.1,,24,0.017,3,Bullpen Candidate,,26429,689520
MIN,Marco Raya,SP/RP,23.5,,12,0.000,2,Rotation/Bullpen Candidate,,sa3014550,694397
MIN,Matt Bowman,RP,34.7,,,5.035,n/a,Bullpen Candidate,,13528,621199
MIN,Christian MacLeod,SP,25.8,,,,R5,Rotation/Bullpen Candidate,,sa3018005,681306
MIN,Trent Baker,SP/RP,27.1,,,,R5,Rotation/Bullpen Candidate,,sa3017504,694536
MIN,Julian Merryweather,RP,34.3,,,5.011,0,Bullpen Candidate,,16703,657240
MIN,Cory Lewis,SP/RP,25.3,,,,R5,Rotation/Bullpen Candidate,,sa3020702,675375
MIN,Grant Hartwig,RP,28.2,,,0.115,2,Bullpen Candidate,,29946,701643
MIN,Raul Brito,RP,28.7,,,,R5,Bullpen Candidate,,sa928287,669993
MIN,Andrew Bash,RP,29.5,,,,R5,Bullpen Candidate,,sa3010259,687856
MIN,Liam Hendriks,RP,37.0,,18,11.164,n/a,Projected Injured List (MiLB),,3548,521230
MIN,Matt Canterino,SP,28.2,,,0.000,1,Projected Injured List (MiLB),,sa3011530,683764
NYM,Juan Soto,LF,27.3,686,,7.134,n/a,Lineup Regular,,20123,665742
NYM,Bo Bichette,3B,27.9,658,,6.063,n/a,Lineup Regular,,19612,666182
NYM,Marcus Semien,2B,35.4,644,,11.118,n/a,Lineup Regular,,12533,543760
NYM,Francisco Lindor,SS,32.3,630,,10.113,n/a,Lineup Regular,,12916,596019
NYM,Luis Robert Jr.,CF,28.5,567,,6.000,n/a,Lineup Regular,,20043,673357
NYM,Jorge Polanco,1B,32.6,546,,9.024,n/a,Lineup Regular,,13152,593871
NYM,Francisco Alvarez,C,24.2,446,,2.164,2,Lineup Regular,,26121,682626
NYM,Brett Baty,DH,26.3,455,,2.088,1,Platoon vs R,,26123,683146
NYM,Mark Vientos,1B/3B,26.2,441,,2.102,0,Platoon vs L,,22184,668901
NYM,Carson Benge,RF,23.1,392,,,Dec'27,Platoon vs R,,sa3025452,701807
NYM,Tyrone Taylor,OF,32.1,280,,5.093,n/a,Platoon vs L,,13675,621438
NYM,David Peterson,SP,30.5,,163,5.089,n/a,Starting Rotation,,20302,656849
NYM,Freddy Peralta,SP,29.7,,162,7.090,n/a,Starting Rotation,,18679,642547
NYM,Clay Holmes,SP,32.9,,153,7.031,n/a,Starting Rotation,,13649,605280
NYM,Nolan McLean,SP,24.6,,145,0.044,3,Starting Rotation,,33703,690997
NYM,Sean Manaea,SP,34.0,,136,9.157,n/a,Starting Rotation,,15873,640455
NYM,Kodai Senga,SP,33.0,,119,3.000,n/a,Starting Rotation,,31838,673540
NYM,Luis Torrens,C,29.8,218,,5.105,n/a,Bench,,15905,620443
NYM,Ronny Mauricio,INF,24.9,140,,2.031,1,Bench,,23698,677595
NYM,Devin Williams,RP,31.4,,64,6.056,n/a,Closer,,15816,642207
NYM,Luke Weaver,RP,32.5,,67,8.112,n/a,Setup Man,,16918,596133
NYM,Brooks Raley,RP,37.6,,62,6.026,n/a,Setup Man,,10061,548384
NYM,Luis García,RP,39.0,,59,10.007,n/a,Middle Reliever,,6984,472610
NYM,Huascar Brazobán,RP,36.3,,56,2.170,1,Middle Reliever,,6107,623211
NYM,Bryan Hudson,RP,28.8,,52,1.070,0,Middle Reliever,,19924,663542
NYM,Tobias Myers,RP,27.5,,59,1.109,1,Long Reliever,,22191,668964
NYM,A.J. Minter,RP,32.5,,56,7.154,n/a,Projected Injured List,,18655,621345
NYM,Dedniel Núñez,RP,29.7,,,2.074,1,Projected Injured List,,23055,673380
NYM,Tylor Megill,SP/RP,30.6,,,4.031,1,60-Day IL,,21318,656731
NYM,Reed Garrett,RP,33.1,,,2.143,1,60-Day IL,,16866,657585
NYM,Ryan Lambert,RP,23.5,,12,,Dec'27,Bench Candidate,,sa3025613,822038
NYM,MJ Melendez,OF,27.2,42,,3.015,1,Lineup/Bench Candidate,,22197,669004
NYM,Vidal Bruján,INF/OF,28.0,35,,3.014,0,Bench Candidate,,20536,660644
NYM,Ryan Clifford,1B/OF,22.6,14,,,Dec'26,Lineup/Bench Candidate,,sa3020126,691775
NYM,Hayden Senger,C,28.9,13,,0.102,2,Bench Candidate,,21489,663584
NYM,Austin Barnes,C,36.1,13,,8.162,n/a,Bench Candidate,,12158,605131
NYM,Jared Young,OF/INF,30.6,7,,0.133,1,Bench Candidate,,20404,676724
NYM,Nick Morabito,OF,22.8,7,,0.000,3,Lineup/Bench Candidate,,sa3020418,703492
NYM,Grae Kessinger,INF,28.5,7,,1.054,1,Bench Candidate,,25813,666197
NYM,A.J. Ewing,OF/INF,21.5,,,,Dec'27,Lineup/Bench Candidate,,sa3022963,805999
NYM,Kevin Parada,C,24.5,,,,R5,Bench Candidate,,sa3020575,691006
NYM,Christian Arroyo,INF,30.7,,,4.166,0,Bench Candidate,,16434,624414
NYM,Chris Suero,C,22.1,,,,Dec'26,Bench Candidate,,sa3018614,801523
NYM,Jackson Cluff,INF,29.2,,,,R5,Bench Candidate,,sa3010342,687714
NYM,Jacob Reimer,3B/1B,22.0,,,,Dec'26,Bench Candidate,,sa3020416,702544
NYM,Ji Hwan Bae,OF/INF,26.6,,,1.137,1,Bench Candidate,,23818,678225
NYM,Jose Ramos,OF,25.1,,,,R5,Bench Candidate,,sa3008845,682947
NYM,Jose Rojas,OF/INF,33.0,,,0.136,1,Bench Candidate,,19331,670351
NYM,Austin Warren,RP,29.8,,50,2.148,1,Bullpen Candidate,,24937,681810
NYM,Adbert Alzolay,RP,31.0,,44,4.050,0,Bullpen Candidate,,17859,640470
NYM,Christian Scott,SP,26.7,,38,1.116,2,Rotation/Bullpen Candidate,,30107,681035
NYM,Dylan Ross,RP,25.5,,36,0.002,3,Bullpen Candidate,,sa3025659,697811
NYM,Jonathan Pintaro,SP/RP,28.3,,32,0.001,2,Rotation/Bullpen Candidate,,33980,702752
NYM,Craig Kimbrel,RP,37.7,,32,14.031,n/a,Bullpen Candidate,,6655,518886
NYM,Justin Hagenman,SP/RP,29.4,,27,0.046,2,Bullpen Candidate,,21546,663795
NYM,Jonah Tong,SP,22.7,,26,0.031,3,Rotation Candidate,,32157,804636
NYM,Alex Carrillo,RP,28.7,,20,0.017,2,Bullpen Candidate,,26463,692024
NYM,Joey Gerber,RP,28.8,,14,0.171,1,Bullpen Candidate,,24591,680702
NYM,Nick Burdi,RP,33.1,,8,4.165,n/a,Bullpen Candidate,,16074,595897
NYM,Kevin Herget,RP,34.9,,,0.140,0,Bullpen Candidate,,15369,643361
NYM,Nate Lavender,RP,26.1,,,1.000,3,Bullpen Candidate,,sa3017917,681320
NYM,Jack Wenninger,SP,23.9,,,,Dec'26,Bullpen Candidate,,sa3023282,811307
NYM,Brandon Waddell,SP/RP,31.7,,,1.005,0,Bullpen Candidate,,18347,663399
NYM,Matt Turner,RP,26.5,,,,R5,Bullpen Candidate,,sa3005029,676666
NYM,Mike Baumann,RP,30.4,,,2.072,0,Bullpen Candidate,,20206,657508
NYM,Carl Edwards Jr.,RP,34.5,,,7.026,n/a,Bullpen Candidate,,13607,605218
NYM,Cristian Pache,OF,27.2,,,3.031,0,Bullpen Candidate,,19948,665506
NYM,Joe Jacques,RP,30.9,,,0.098,0,Bullpen Candidate,,25178,682175
NYM,Robert Stock,SP/RP,36.2,,,2.039,0,Bullpen Candidate,,6576,476594
NYM,Anderson Severino,RP,31.4,,,0.020,2,Bullpen Candidate,,20582,644429
NYM,Daniel Duarte,RP,29.2,,,2.087,1,Bullpen Candidate,,17480,650960
NYY,Aaron Judge,RF,33.8,644,,9.051,n/a,Lineup Regular,,15640,592450
NYY,Cody Bellinger,LF,30.6,616,,8.160,n/a,Lineup Regular,,15998,641355
NYY,Jazz Chisholm Jr.,2B,28.0,609,,5.075,n/a,Lineup Regular,,20454,665862
NYY,Trent Grisham,CF,29.3,560,,6.060,n/a,Lineup Regular,,18564,663757
NYY,Austin Wells,C,26.4,461,,2.031,3,Lineup Regular,,27562,669224
NYY,Giancarlo Stanton,DH,36.3,413,,15.118,n/a,Lineup Regular,,4949,519317
NYY,José Caballero,SS,29.5,315,,2.170,3,Lineup Regular,,23401,676609
NYY,Ben Rice,1B,27.0,546,,1.076,2,Platoon vs R,,29576,700250
NYY,Ryan McMahon,3B,31.2,490,,8.006,n/a,Platoon vs R,,15112,641857
NYY,Paul Goldschmidt,1B,38.4,385,,14.059,n/a,Platoon vs L,,9218,502671
NYY,Amed Rosario,INF/OF,30.2,231,,8.062,n/a,Platoon vs L,,15518,642708
NYY,Max Fried,SP,32.1,,189,7.148,n/a,Starting Rotation,,13743,608331
NYY,Will Warren,SP,26.7,,134,1.016,2,Starting Rotation,,30182,701542
NYY,Ryan Weathers,SP,26.3,,122,3.066,1,Starting Rotation,,23796,677960
NYY,Cam Schlittler,SP,25.0,,121,0.082,3,Starting Rotation,,32095,693645
NYY,Luis Gil,SP,27.7,,99,3.073,1,Starting Rotation,,21052,661563
NYY,Oswaldo Cabrera,OF/INF,27.0,161,,3.050,2,Bench,,21707,665828
NYY,J.C. Escarra,C,30.8,130,,0.139,2,Bench,,20084,641555
NYY,David Bednar,RP,31.3,,65,5.076,n/a,Closer,,19569,670280
NYY,Camilo Doval,RP,28.6,,64,4.071,2,Setup Man,,21992,666808
NYY,Fernando Cruz,RP,35.9,,61,3.035,3,Setup Man,,7048,518585
NYY,Tim Hill,RP,36.0,,66,7.112,n/a,Middle Reliever,,16814,657612
NYY,Paul Blackburn,RP,32.2,,66,6.018,n/a,Middle Reliever,,14739,621112
NYY,Ryan Yarbrough,RP,34.1,,62,7.117,n/a,Middle Reliever,,16502,642232
NYY,Jake Bird,RP,30.2,,53,3.051,1,Middle Reliever,,21267,656234
NYY,Cade Winquest,RP,25.8,,42,0.000,n/a,Long Reliever,,sa3020805,685464
NYY,Carlos Rodón,SP,33.2,,155,10.168,n/a,Projected Injured List,,16137,607074
NYY,Gerrit Cole,SP,35.4,,136,12.111,n/a,Projected Injured List,,13125,543037
NYY,Clarke Schmidt,SP,30.0,,32,4.148,1,60-Day IL,,19899,657376
NYY,Anthony Volpe,SS,24.8,476,,3.000,3,Projected Injured List,,27647,683011
NYY,Jasson Domínguez,OF,23.0,112,,1.130,2,Bench Candidate,,28080,691176
NYY,Paul DeJong,INF,32.5,42,,8.057,n/a,Bench Candidate,,18015,657557
NYY,Spencer Jones,OF,24.8,21,,0.000,3,Lineup Candidate,,sa3019969,682987
NYY,Max Schuemann,INF/OF,28.7,14,,2.000,3,Bench Candidate,,24488,680474
NYY,Jorbit Vivas,INF,24.9,7,,0.056,0,Bench Candidate,,23917,678391
NYY,Abrahan Gutierrez,C,26.3,,,,R5,Bench Candidate,,sa3004263,670868
NYY,Ali Sánchez,C,29.1,,,1.057,0,Bench Candidate,,18551,645305
NYY,George Lombard Jr.,INF,20.7,,,,Dec'27,Lineup Candidate,,sa3023233,806146
NYY,Miguel Palma,C/1B,24.1,,,,R5,Bench Candidate,,sa3009279,682692
NYY,Ernesto Martinez Jr.,1B/OF,26.7,,,,R5,Bench Candidate,,sa3003173,667803
NYY,Payton Henry,C,28.6,,,0.066,2,Bench Candidate,,22164,668721
NYY,Duke Ellis,OF,28.1,,,0.037,2,Bench Candidate,,27543,668752
NYY,Zack Short,INF/OF,30.7,,,2.070,0,Bench Candidate,,19562,670097
NYY,Jonathan Ornelas,INF/OF,25.7,,,0.111,0,Bench Candidate,,24597,680716
NYY,Kenedy Corona,OF,25.9,,,0.012,2,Bench Candidate,,26244,685744
NYY,Braden Shewmake,INF,28.2,,,0.065,0,Bench Candidate,,25817,669699
NYY,Marco Luciano,OF/1B,24.4,,,0.092,0,Bench Candidate,,25616,682617
NYY,Seth Brown,OF/1B,33.6,,,5.005,1,Bench Candidate,,18171,664913
NYY,Brent Headrick,RP,28.2,,50,0.171,1,Bullpen Candidate,,27702,687396
NYY,Yerry De los Santos,RP,28.2,,34,1.127,1,Bullpen Candidate,,21420,660787
NYY,Angel Chivilli,RP,23.6,,30,1.036,1,Bullpen Candidate,,26790,683409
NYY,Rafael Montero,RP,35.3,,26,9.095,n/a,Bullpen Candidate,,12760,606160
NYY,Kervin Castro,RP,27.0,,18,0.057,1,Bullpen Candidate,,21656,665645
NYY,Osvaldo Bido,SP/RP,30.3,,16,1.161,0,Bullpen Candidate,,23150,674370
NYY,Brendan Beck,SP,27.4,,12,,R5,Rotation/Bullpen Candidate,,sa3020680,694341
NYY,Dylan Coleman,RP,29.4,,10,1.078,1,Bullpen Candidate,,22276,669395
NYY,Dom Hamel,SP/RP,27.0,,8,0.019,2,Bullpen Candidate,,30153,687589
NYY,Elmer Rodríguez,SP,22.5,,6,0.000,3,Rotation/Bullpen Candidate,,sa3019459,695684
NYY,Alexander Cornielle,SP,24.5,,,,R5,Bullpen Candidate,,sa3011779,529017
NYY,Carson Coleman,RP,27.9,,,1.000,R5,Bullpen Candidate,,sa3014857,679693
NYY,Drake Fellows,SP/RP,27.9,,,,R5,Bullpen Candidate,,sa3015208,666148
NYY,Harrison Cohen,RP,26.7,,,,R5,Bullpen Candidate,,sa3020811,694660
NYY,Yovanny Cruz,RP,26.5,,,,R5,Bullpen Candidate,,sa3002951,672442
NYY,Carlos Lagrange,SP,22.7,,,,Dec'26,Rotation/Bullpen Candidate,,sa3019390,801739
NYY,Bradley Hanner,RP,27.0,,,,R5,Bullpen Candidate,,sa3010837,690440
NYY,Kyle Carr,SP,23.8,,,,Dec'26,Rotation/Bullpen Candidate,,sa3023444,694805
NYY,Adam Kloffenstein,SP,25.5,,,0.001,2,Bullpen Candidate,,24493,680572
NYY,Michael Arias,RP,24.2,,,0.000,1,Bullpen Candidate,,sa3017036,683522
NYY,Ben Hess,SP,23.4,,,,Dec'27,Rotation/Bullpen Candidate,,sa3033725,696292
NYY,Travis MacGregor,RP,28.3,,,,R5,Bullpen Candidate,,sa917950,669740
NYY,Yanquiel Fernández,OF,23.1,7,,0.090,1,DFA,,28552,692585
NYY,Chase Hampton,SP,24.5,,,0.000,3,Projected Injured List (MiLB),,sa3020682,694633
PHI,Kyle Schwarber,DH,32.9,686,,10.086,n/a,Lineup Regular,,16478,656941
PHI,Bryce Harper,1B,33.3,665,,13.159,n/a,Lineup Regular,,11579,547180
PHI,Trea Turner,SS,32.6,644,,9.135,n/a,Lineup Regular,,16252,607208
PHI,Alec Bohm,3B,29.5,609,,5.106,n/a,Lineup Regular,,21618,664761
PHI,Adolis García,RF,33.0,609,,5.095,n/a,Lineup Regular,,19287,666969
PHI,J.T. Realmuto,C,34.9,500,,11.038,n/a,Lineup Regular,,11739,592663
PHI,Bryson Stott,2B,28.4,623,,4.000,3,Platoon vs R,,26294,681082
PHI,Brandon Marsh,LF,28.2,497,,4.078,2,Platoon vs R,,20202,669016
PHI,Justin Crawford,CF,22.1,427,,,Dec'26,Platoon vs R,,sa3020240,702222
PHI,Otto Kemp,INF/OF,26.4,273,,0.092,2,Platoon vs L,,31792,805249
PHI,Edmundo Sosa,INF,29.9,245,,5.140,n/a,Platoon vs L,,17022,624641
PHI,Johan Rojas,OF,25.5,175,,2.036,1,Platoon vs L,,24336,679032
PHI,Cristopher Sánchez,SP,29.2,,200,3.083,0,Starting Rotation,,20778,650911
PHI,Aaron Nola,SP,32.7,,180,10.076,n/a,Starting Rotation,,16149,605400
PHI,Jesús Luzardo,SP,28.4,,179,5.165,n/a,Starting Rotation,,19959,666200
PHI,Taijuan Walker,SP,33.5,,120,11.142,n/a,Starting Rotation,,11836,592836
PHI,Andrew Painter,SP,22.9,,104,0.000,3,Starting Rotation,,sa3017880,691725
PHI,Rafael Marchán,C,27.0,128,,3.006,0,Bench,,21646,665561
PHI,Jhoan Duran,RP,28.1,,70,4.000,1,Closer,,21029,661395
PHI,Brad Keller,RP,30.6,,68,7.062,n/a,Setup Man,,15734,641745
PHI,José Alvarado,RP,30.7,,64,8.009,n/a,Setup Man,,17780,621237
PHI,Orion Kerkering,RP,24.9,,63,2.010,3,Middle Reliever,,31776,689147
PHI,Tanner Banks,RP,34.3,,62,3.092,1,Middle Reliever,,16990,621383
PHI,Jonathan Bowlan,RP,29.2,,56,0.116,0,Middle Reliever,,24607,680742
PHI,Zach Pop,RP,29.4,,52,3.032,0,Middle Reliever,,20185,647315
PHI,Zach McCambley,RP,26.8,,48,0.000,n/a,Long Reliever,,sa3014478,685112
PHI,Zack Wheeler,SP,35.7,,147,12.098,n/a,Projected Injured List,,10310,554430
PHI,Aidan Miller,INF,21.7,42,,,Dec'27,Lineup Candidate,,sa3022609,805795
PHI,Dylan Moore,INF/OF,33.5,42,,7.000,n/a,Bench Candidate,,18042,664238
PHI,Gabriel Rincones Jr.,OF,25.0,35,,0.000,3,Lineup/Bench Candidate,,sa3020758,687282
PHI,Pedro León,OF,27.7,21,,1.021,2,Lineup/Bench Candidate,,27781,694175
PHI,Garrett Stubbs,C,32.7,19,,4.148,0,Bench Candidate,,18067,596117
PHI,José Rodríguez,INF/OF,24.8,,,0.008,1,Bench Candidate,,24388,679563
PHI,Kehden Hettiger,C/1B,21.7,,,,Dec'27,Bench Candidate,,sa3022812,800607
PHI,Keaton Anthony,1B,24.6,,,,Dec'26,Bench Candidate,,sa3022608,805704
PHI,Liover Peguero,INF,25.1,,,1.000,0,Bench Candidate,,24273,678894
PHI,Felix Reyes,1B/3B,24.9,,,,R5,Bench Candidate,,sa3015688,694025
PHI,Dylan Campbell,OF/INF,23.6,,,,Dec'26,Lineup/Bench Candidate,,sa3022751,694749
PHI,Bryan De La Cruz,OF,29.2,,,3.078,1,Lineup/Bench Candidate,,19600,650559
PHI,Dante Nori,OF,21.4,,,,Dec'28,Bench Candidate,,sa3025411,807276
PHI,René Pinto,C,29.3,,,1.015,0,Bench Candidate,,19859,650907
PHI,Bryan Rincon,INF,22.0,,,,Dec'26,Bench Candidate,,sa3020221,804858
PHI,Caleb Ricketts,C,25.8,,,,R5,Bench Candidate,,sa3019917,681080
PHI,Paul McIntosh,C,28.2,,,,R5,Bench Candidate,,sa3017372,682192
PHI,Christian Cairo,INF/OF,24.7,,,0.000,R5,Bench Candidate,,sa3010028,686551
PHI,Carson DeMartini,INF,23.1,,,,Dec'27,Bench Candidate,,sa3025198,701831
PHI,Aroon Escobar,INF,21.1,,,,Dec'26,Bench Candidate,,sa3018463,800169
PHI,Mark Kolozsvary,C,30.4,,,0.047,2,Bench Candidate,,21304,656627
PHI,Chase Shugart,RP,29.3,,42,1.001,1,Bullpen Candidate,,21544,663767
PHI,Max Lazar,RP,26.7,,38,0.170,2,Bullpen Candidate,,23426,676661
PHI,Tim Mayza,RP,34.1,,31,6.129,n/a,Bullpen Candidate,,15042,641835
PHI,Bryse Wilson,SP/RP,28.2,,30,4.123,0,Rotation/Bullpen Candidate,,19990,669060
PHI,Alan Rangel,SP/RP,28.5,,28,0.039,1,Bullpen Candidate,,19524,660604
PHI,Lou Trivino,RP,34.4,,24,7.140,n/a,Bullpen Candidate,,15043,642152
PHI,Seth Johnson,RP,27.4,,20,0.061,1,Bullpen Candidate,,26020,686751
PHI,Génesis Cabrera,RP,29.3,,18,5.149,n/a,Bullpen Candidate,,17490,650893
PHI,Kyle Backhus,RP,28.0,,16,0.113,3,Bullpen Candidate,,29615,679775
PHI,Nolan Hoffman,RP,28.5,,12,0.002,2,Bullpen Candidate,,23381,676510
PHI,Jean Cabrera,SP,24.3,,9,0.000,2,Bullpen Candidate,,sa3015433,691893
PHI,Yoniel Curet,SP,23.3,,8,0.000,1,Bullpen Candidate,,sa3015446,692414
PHI,Tucker Davidson,SP/RP,29.9,,8,2.041,0,Rotation/Bullpen Candidate,,19871,656353
PHI,Alex McFarlane,SP,24.7,,,0.000,3,Bullpen Candidate,,sa3020633,686934
PHI,Trevor Richards,RP,32.8,,,6.088,n/a,Bullpen Candidate,,19309,670950
PHI,Daniel Robert,RP,31.5,,,0.108,1,Bullpen Candidate,,21229,642016
PHI,Michael Mercado,RP,26.8,,,0.043,1,Bullpen Candidate,,23223,675650
PHI,Andrew Bechtold,RP,29.8,,,,R5,Bullpen Candidate,,sa829787,657510
PHI,Andrew Walling,RP,26.3,,,,R5,Bullpen Candidate,,sa3020319,681003
PHI,Jonathan Hernández,RP,29.6,,,4.096,0,Bullpen Candidate,,17464,642546
PHI,Moisés Chace,SP,22.7,,,0.000,2,Projected Injured List (MiLB),,sa3015346,691330
PIT,Bryan Reynolds,RF,31.0,644,,6.163,n/a,Lineup Regular,,19326,668804
PIT,Jared Triolo,3B,28.0,553,,2.071,1,Lineup Regular,,25807,669707
PIT,Ryan O'Hearn,LF,32.6,546,,7.002,n/a,Lineup Regular,,16442,656811
PIT,Brandon Lowe,2B,31.6,546,,7.058,n/a,Lineup Regular,,18882,664040
PIT,Marcell Ozuna,DH,35.3,525,,12.124,n/a,Lineup Regular,,10324,542303
PIT,Nick Gonzales,SS,26.7,420,,2.018,1,Lineup Regular,,27490,693304
PIT,Joey Bart,C,29.2,301,,4.020,0,Lineup Regular,,21524,663698
PIT,Oneil Cruz,CF,27.4,539,,3.110,0,Platoon vs R,,21711,665833
PIT,Spencer Horwitz,1B,28.3,490,,1.152,1,Platoon vs R,,26477,687462
PIT,Jhostynxon Garcia,OF,23.2,315,,0.009,2,Platoon vs L,,28142,691373
PIT,Jake Mangum,OF,29.9,315,,1.000,3,Platoon vs L,,26202,663968
PIT,Paul Skenes,SP,23.7,,189,2.000,3,Starting Rotation,,33677,694973
PIT,Mitch Keller,SP,29.9,,175,6.026,n/a,Starting Rotation,,17594,656605
PIT,Braxton Ashcraft,SP,26.4,,149,0.126,1,Starting Rotation,,23793,677952
PIT,Bubba Chandler,SP,23.4,,147,0.038,3,Starting Rotation,,29868,696149
PIT,José Urquidy,SP,30.8,,95,6.049,n/a,Starting Rotation,,18413,664353
PIT,Henry Davis,C,26.4,282,,2.039,2,Bench,,29617,680779
PIT,Nick Yorke,INF/OF,23.9,119,,0.042,2,Bench,,27504,694377
PIT,Dennis Santana,RP,29.8,,68,5.126,n/a,Closer,,17878,642701
PIT,Isaac Mattson,RP,30.6,,64,0.161,2,Setup Man,,20385,676755
PIT,Gregory Soto,RP,31.0,,61,6.102,n/a,Setup Man,,19677,642397
PIT,Carmen Mlodzinski,RP,27.0,,68,2.081,1,Middle Reliever,,27572,669387
PIT,Mason Montgomery,RP,25.7,,60,1.021,2,Middle Reliever,,29770,682254
PIT,Justin Lawrence,RP,31.2,,58,3.167,0,Middle Reliever,,17639,664875
PIT,Evan Sisk,RP,28.8,,52,0.060,2,Middle Reliever,,24995,681895
PIT,Yohan Ramírez,RP,30.8,,56,3.135,0,Long Reliever,,19444,670990
PIT,Jared Jones,SP,24.5,,88,2.000,3,60-Day IL,,27863,683003
PIT,Konnor Griffin,SS,19.8,469,,,Dec'28,Lineup Candidate,,sa3065496,804606
PIT,Endy Rodríguez,C/1B,25.7,54,,2.077,2,Lineup/Bench Candidate,,25332,682848
PIT,Rafael Flores Jr.,C/1B,25.3,53,,0.013,3,Lineup/Bench Candidate,,31991,804668
PIT,Jack Suwinski,OF,27.5,35,,2.170,0,Lineup/Bench Candidate,,22244,669261
PIT,Enmanuel Valdez,INF,27.1,14,,2.018,1,Lineup/Bench Candidate,,21716,665839
PIT,Billy Cook,OF/1B,27.1,7,,0.025,2,Bench Candidate,,29573,695257
PIT,Dominic Fletcher,OF,28.5,7,,1.064,1,Lineup/Bench Candidate,,26149,666150
PIT,Davis Wendzel,INF,28.7,7,,0.070,2,Lineup/Bench Candidate,,26469,673995
PIT,Jack Brannigan,INF,24.9,,,0.000,3,Lineup/Bench Candidate,,sa3019922,687394
PIT,Esmerlyn Valdez,OF/1B,22.1,,,0.000,3,Lineup Candidate,,sa3015768,699013
PIT,Duce Gourson,INF,23.4,,,,Dec'27,Lineup/Bench Candidate,,sa3025248,701546
PIT,Mitch Jebb,OF,23.8,,,,Dec'26,Lineup/Bench Candidate,,sa3022565,694991
PIT,Termarr Johnson,2B,21.7,,,,Dec'26,Lineup Candidate,,sa3020214,702261
PIT,Derek Berg,C,24.4,,,,Dec'27,Bench Candidate,,sa3025263,815074
PIT,Alika Williams,INF,26.9,,,1.032,2,Bench Candidate,,27604,675961
PIT,Ronny Simon,OF/INF,25.8,,,0.088,2,Bench Candidate,,25346,682927
PIT,Nick Cimillo,1B,26.0,,,,R5,Bench Candidate,,sa3020129,701177
PIT,Shawn Ross,C,26.4,,,,Dec'26,Bench Candidate,,sa3020951,676566
PIT,Omar Alfonzo,C,22.5,,,,R5,Bench Candidate,,sa3015665,692657
PIT,Hunter Barco,SP,25.2,,89,0.006,3,Rotation/Bullpen Candidate,,33174,682995
PIT,Kyle Nicolas,RP,27.0,,42,1.090,1,Bullpen Candidate,,27775,693312
PIT,Brandan Bidois,RP,24.7,,40,0.000,3,Bullpen Candidate,,sa3015277,684049
PIT,Ryan Harbin,SP,24.5,,34,0.000,3,Rotation/Bullpen Candidate,,sa3011733,689877
